"review_id","analysis_id","analysis_group","analysis_number","analysis_name","subgroup","subgroup_number","study_id","study_year","outcome_type","measure","TE","seTE","review_doi","review_url"
"CD004376","CD004376_G4_N1",4,1,"Exercise vs attention control/placebo (pain severity)","Mind-body",NA,"Song 2003",2003,"GENSUM","GEN_CI",-0.671836,0.242984183673469,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N1",4,1,"Exercise vs attention control/placebo (pain severity)","Mind-body",NA,"Tsai 2013",2013,"GENSUM","GEN_CI",-0.720466,0.278982908163265,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N1",4,1,"Exercise vs attention control/placebo (pain severity)","Mind-body",NA,"Ye 2020",2020,"GENSUM","GEN_CI",-0.276988,0.28430612244898,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N1",4,1,"Exercise vs attention control/placebo (pain severity)","Aerobic",NA,"Simao 2012",2012,"GENSUM","GEN_CI",-0.111194,0.417804336734694,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N1",4,1,"Exercise vs attention control/placebo (pain severity)","Strengthening",NA,"Baker 2001",2001,"GENSUM","GEN_CI",-0.574403,0.301455357142857,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N1",4,1,"Exercise vs attention control/placebo (pain severity)","Strengthening",NA,"Bandak 2022",2022,"GENSUM","GEN_CI",-0.176698,0.139627551020408,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N1",4,1,"Exercise vs attention control/placebo (pain severity)","Strengthening",NA,"Imoto 2012",2012,"GENSUM","GEN_CI",-0.517973,0.203457653061224,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N1",4,1,"Exercise vs attention control/placebo (pain severity)","Strengthening",NA,"Jenkinson 2009",2009,"GENSUM","GEN_CI",-0.326681,0.160307397959184,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N1",4,1,"Exercise vs attention control/placebo (pain severity)","Strengthening",NA,"Lai 2021",2021,"GENSUM","GEN_CI",-0.152669,0.272587755102041,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N1",4,1,"Exercise vs attention control/placebo (pain severity)","Strengthening",NA,"Maurer 1999",1999,"GENSUM","GEN_CI",-0.186153,0.188569897959184,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N1",4,1,"Exercise vs attention control/placebo (pain severity)","Strengthening",NA,"Messier 2021",2021,"GENSUM","GEN_CI",-0.031186,0.109626530612245,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N1",4,1,"Exercise vs attention control/placebo (pain severity)","Strengthening",NA,"Rego 2023",NA,"GENSUM","GEN_CI",-2.129846,0.619294387755102,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N1",4,1,"Exercise vs attention control/placebo (pain severity)","Strengthening",NA,"Vincent 2020",2020,"GENSUM","GEN_CI",0.547905,0.231363775510204,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Mixed",NA,"Foley 2003",2003,"GENSUM","GEN_CI",-0.869394,0.250721683673469,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Mixed",NA,"Kim 2013",2013,"GENSUM","GEN_CI",-0.482023,0.236030102040816,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Mixed",NA,"Kovar 1992",1992,"GENSUM","GEN_CI",-0.876604,0.206677551020408,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Mixed",NA,"Peloquin 1999",1999,"GENSUM","GEN_CI",-0.523654,0.173861734693878,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Mixed",NA,"Santana 2022",2022,"GENSUM","GEN_CI",-2.763169,0.495019387755102,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Mixed",NA,"Schlenk 2020",2020,"GENSUM","GEN_CI",-0.12167,0.1483875,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Mind-body",NA,"Brismée 2007",2007,"GENSUM","GEN_CI",-0.456124,0.317630867346939,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Mind-body",NA,"Kang 2022",2022,"GENSUM","GEN_CI",0.151828,0.365746683673469,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Mind-body",NA,"Lu 2017",2017,"GENSUM","GEN_CI",-0.842189,0.308844387755102,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Mind-body",NA,"Song 2003",2003,"GENSUM","GEN_CI",-0.849803,0.24704387755102,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Mind-body",NA,"Tsai 2013",2013,"GENSUM","GEN_CI",-0.715222,0.278850765306122,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Mind-body",NA,"Ye 2020",2020,"GENSUM","GEN_CI",-1.026799,0.302393367346939,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Aerobic",NA,"Simao 2012",2012,"GENSUM","GEN_CI",0.151459,0.418135969387755,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Strengthening",NA,"Baker 2001",2001,"GENSUM","GEN_CI",-0.498901,0.299853571428571,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Strengthening",NA,"Bandak 2022",2022,"GENSUM","GEN_CI",-0.063106,0.139385969387755,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Strengthening",NA,"Imoto 2012",2012,"GENSUM","GEN_CI",-0.306669,0.201216326530612,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Strengthening",NA,"Maurer 1999",1999,"GENSUM","GEN_CI",-0.047357,0.188175510204082,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Strengthening",NA,"Messier 2021",2021,"GENSUM","GEN_CI",-0.004017,0.109620663265306,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N2",4,2,"Exercise vs attention control/placebo (physical function)","Strengthening",NA,"Rego 2023",NA,"GENSUM","GEN_CI",-2.748902,0.700661224489796,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"Allen 2018",2018,"GENSUM","GEN_CI",-0.279966,0.148113010204082,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"Braghin 2018",2018,"GENSUM","GEN_CI",-0.70454,0.371932142857143,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"Da Silva 2015",2015,"GENSUM","GEN_CI",-0.882673,0.329535459183673,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"De Matos 2019",2019,"GENSUM","GEN_CI",-0.767853,0.277647959183674,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"De Rooij 2017",2017,"GENSUM","GEN_CI",-0.709153,0.183860969387755,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"Fransen 2001",2001,"GENSUM","GEN_CI",-0.617823,0.192005867346939,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"Gohir 2021",2021,"GENSUM","GEN_CI",-0.665364,0.17070637755102,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"Guo 2022",2022,"GENSUM","GEN_CI",-0.126796,0.190033418367347,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"Hay 2006",2006,"GENSUM","GEN_CI",-0.404799,0.137176530612245,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"Henriksen 2014",2014,"GENSUM","GEN_CI",-0.660111,0.26575306122449,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"Hopman-Rock 2000",2000,"GENSUM","GEN_CI",-0.203839,0.222516581632653,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"Keefe 2004",2004,"GENSUM","GEN_CI",-0.415159,0.347732653061225,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"Lund 2008",2008,"GENSUM","GEN_CI",0.314817,0.279401785714286,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"Rogind 1998",1998,"GENSUM","GEN_CI",-0.828885,0.420192602040816,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"Rosedale 2014",2014,"GENSUM","GEN_CI",-0.72009,0.162701020408163,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"Takacs 2017",2017,"GENSUM","GEN_CI",-0.87236,0.3324875,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"Vassao 2021",2021,"GENSUM","GEN_CI",-0.971413,0.403065051020408,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mixed",NA,"Wang 2011",2011,"GENSUM","GEN_CI",-0.47612,0.271298979591837,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Stretching",NA,"Chopp-Hurley 2017",2017,"GENSUM","GEN_CI",-0.501476,0.492646173469388,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Balance/proprioceptive",NA,"Sekir 2005",2005,"GENSUM","GEN_CI",-0.832187,0.449998979591837,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mind-body",NA,"An 2008",2008,"GENSUM","GEN_CI",-0.585016,0.387251530612245,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mind-body",NA,"Cheung 2014",2014,"GENSUM","GEN_CI",-0.859942,0.350199489795918,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mind-body",NA,"Fransen 2007",2007,"GENSUM","GEN_CI",-0.395957,0.207577040816327,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mind-body",NA,"Hu 2020",2020,"GENSUM","GEN_CI",-0.660818,0.216121428571429,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mind-body",NA,"Janyacharoen 2018",2018,"GENSUM","GEN_CI",-6.905086,0.872407653061225,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mind-body",NA,"Lee 2009",2009,"GENSUM","GEN_CI",-0.32713,0.320127040816326,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Mind-body",NA,"Xiao 2021",2021,"GENSUM","GEN_CI",-0.762762,0.122974234693878,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Aerobic",NA,"Drummen 2023",2023,"GENSUM","GEN_CI",-2.053215,0.403254846938776,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Aerobic",NA,"Li 2020",2020,"GENSUM","GEN_CI",-0.458919,0.284070918367347,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Aerobic",NA,"Multanen 2014",2014,"GENSUM","GEN_CI",-0.174025,0.224047448979592,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Aerobic",NA,"Salacinski 2012",2012,"GENSUM","GEN_CI",-1.047284,0.353228826530612,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Aerobic",NA,"Shahine 2020",2020,"GENSUM","GEN_CI",-3.321186,0.386611224489796,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Aerobic",NA,"Wallis 2017",2017,"GENSUM","GEN_CI",0.267191,0.296314030612245,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"Bennell 2010",2010,"GENSUM","GEN_CI",-0.545992,0.216102040816327,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"Bruce-Brand 2012",2012,"GENSUM","GEN_CI",0.548158,0.393523979591837,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"Chen 2014",2014,"GENSUM","GEN_CI",-0.982115,0.274347704081633,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"Christensen 2015",2015,"GENSUM","GEN_CI",-0.004991,0.176773724489796,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"DeVita 2018",2018,"GENSUM","GEN_CI",-0.95643,0.382182908163265,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"Gur 2002",2002,"GENSUM","GEN_CI",-2.744951,0.650487244897959,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"Jorge 2015",2015,"GENSUM","GEN_CI",-0.942368,0.273237244897959,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"Karadag 2019",2019,"GENSUM","GEN_CI",-4.564768,0.670668112244898,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"Krishnan 2021",2021,"GENSUM","GEN_CI",-0.605157,0.374639285714286,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"Lee 2023",2023,"GENSUM","GEN_CI",-0.462725,0.338298979591837,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"Lim 2008",2008,"GENSUM","GEN_CI",-0.584011,0.197584948979592,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"Lin 2009",2009,"GENSUM","GEN_CI",-0.956467,0.249547448979592,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"Mazloum 2018",2018,"GENSUM","GEN_CI",-0.909817,0.31935,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"O'Reilly 1999",1999,"GENSUM","GEN_CI",-0.576266,0.150189285714286,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"Robbins 2022",2022,"GENSUM","GEN_CI",-1.031732,0.230207653061225,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"Sadeghi 2023",2023,"GENSUM","GEN_CI",-1.443392,0.258589285714286,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"Schilke 1996",1996,"GENSUM","GEN_CI",-0.067854,0.44736556122449,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"Thorstensson 2005",2005,"GENSUM","GEN_CI",-0.139167,0.25643443877551,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N3",4,3,"Exercise vs no treatment/usual care/limited education (pain severity)","Strengthening",NA,"Topp 2002",2002,"GENSUM","GEN_CI",-0.068497,0.208612244897959,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N4",4,4,"Exercise vs no treatment/usual care/limited education (physical function)","Mixed",NA,"Allen 2018",2018,"GENSUM","GEN_CI",-0.150999,0.147657142857143,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N4",4,4,"Exercise vs no treatment/usual care/limited education (physical function)","Mixed",NA,"Braghin 2018",2018,"GENSUM","GEN_CI",-0.412227,0.363732908163265,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N4",4,4,"Exercise vs no treatment/usual care/limited education (physical function)","Mixed",NA,"Da Silva 2015",2015,"GENSUM","GEN_CI",-0.577597,0.320286479591837,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N4",4,4,"Exercise vs no treatment/usual care/limited education (physical function)","Mixed",NA,"De Matos 2019",2019,"GENSUM","GEN_CI",-0.517517,0.272026020408163,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
"CD004376","CD004376_G4_N4",4,4,"Exercise vs no treatment/usual care/limited education (physical function)","Mixed",NA,"De Rooij 2017",2017,"GENSUM","GEN_CI",-0.388296,0.179895663265306,"10.1002/14651858.CD004376.pub4","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004376.pub4/full"
