"review_id","analysis_id","n_effects"
"CD015824","CD015824_G3_N4",3
"CD015824","CD015824_G3_N5",3
"CD015824","CD015824_G3_N6",3
"CD015824","CD015824_G3_N7",1
"CD015824","CD015824_G3_N8",2
"CD015824","CD015824_G3_N9",3
"CD015830","CD015830_G1_N1",4
"CD015830","CD015830_G1_N2",2
"CD015830","CD015830_G1_N3",3
"CD015830","CD015830_G1_N4",2
"CD015849","CD015849_G1_N1",2
"CD015849","CD015849_G1_N10",1
"CD015849","CD015849_G1_N11",2
"CD015849","CD015849_G1_N12",3
"CD015849","CD015849_G1_N13",1
"CD015849","CD015849_G1_N14",1
"CD015849","CD015849_G1_N16",4
"CD015849","CD015849_G1_N18",1
"CD015849","CD015849_G1_N19",1
"CD015849","CD015849_G1_N2",5
"CD015849","CD015849_G1_N20",1
"CD015849","CD015849_G1_N22",4
"CD015849","CD015849_G1_N23",1
"CD015849","CD015849_G1_N24",1
"CD015849","CD015849_G1_N27",1
"CD015849","CD015849_G1_N29",2
"CD015849","CD015849_G1_N31",1
"CD015849","CD015849_G1_N34",4
"CD015849","CD015849_G1_N35",1
"CD015849","CD015849_G1_N36",1
"CD015849","CD015849_G1_N37",1
"CD015849","CD015849_G1_N38",2
"CD015849","CD015849_G1_N39",5
"CD015849","CD015849_G1_N4",4
"CD015849","CD015849_G1_N40",2
"CD015849","CD015849_G1_N41",2
"CD015849","CD015849_G1_N44",2
"CD015849","CD015849_G1_N45",1
"CD015849","CD015849_G1_N47",2
"CD015849","CD015849_G1_N48",6
"CD015849","CD015849_G1_N5",5
"CD015849","CD015849_G1_N50",2
"CD015849","CD015849_G1_N6",10
"CD015849","CD015849_G1_N8",3
"CD015849","CD015849_G1_N9",1
"CD015849","CD015849_G10_N1",1
"CD015849","CD015849_G10_N10",1
"CD015849","CD015849_G10_N12",3
"CD015849","CD015849_G10_N13",1
"CD015849","CD015849_G10_N14",1
"CD015849","CD015849_G10_N2",2
"CD015849","CD015849_G10_N4",1
"CD015849","CD015849_G10_N5",1
"CD015849","CD015849_G10_N6",1
"CD015849","CD015849_G10_N8",1
"CD015849","CD015849_G10_N9",1
"CD015849","CD015849_G2_N10",1
"CD015849","CD015849_G2_N12",1
"CD015849","CD015849_G2_N6",1
"CD015849","CD015849_G2_N7",1
"CD015849","CD015849_G2_N8",1
"CD015849","CD015849_G3_N2",1
"CD015849","CD015849_G3_N3",1
"CD015849","CD015849_G3_N4",1
"CD015849","CD015849_G3_N5",1
"CD015849","CD015849_G3_N6",1
"CD015849","CD015849_G3_N7",1
"CD015849","CD015849_G3_N8",2
"CD015849","CD015849_G3_N9",1
"CD015849","CD015849_G4_N18",1
"CD015849","CD015849_G4_N19",1
"CD015849","CD015849_G4_N2",1
"CD015849","CD015849_G4_N20",2
"CD015849","CD015849_G4_N21",1
"CD015849","CD015849_G4_N22",1
"CD015849","CD015849_G4_N23",1
"CD015849","CD015849_G4_N25",4
"CD015849","CD015849_G4_N4",1
"CD015849","CD015849_G4_N6",1
"CD015849","CD015849_G4_N8",1
"CD015849","CD015849_G5_N4",1
"CD015849","CD015849_G5_N5",1
"CD015849","CD015849_G5_N6",1
"CD015849","CD015849_G6_N1",1
"CD015849","CD015849_G6_N2",1
"CD015849","CD015849_G6_N3",1
"CD015849","CD015849_G6_N4",1
"CD015849","CD015849_G8_N1",2
"CD015849","CD015849_G8_N3",3
"CD015849","CD015849_G8_N5",4
"CD015849","CD015849_G9_N1",1
"CD015849","CD015849_G9_N10",1
"CD015849","CD015849_G9_N11",1
"CD015849","CD015849_G9_N12",1
"CD015849","CD015849_G9_N14",3
"CD015849","CD015849_G9_N15",1
"CD015849","CD015849_G9_N16",1
"CD015849","CD015849_G9_N2",2
"CD015849","CD015849_G9_N4",1
"CD015849","CD015849_G9_N5",2
"CD015849","CD015849_G9_N6",5
"CD015849","CD015849_G9_N7",1
"CD015849","CD015849_G9_N9",1
"CD015854","CD015854_G10_N1",1
"CD015854","CD015854_G10_N10",2
"CD015854","CD015854_G10_N11",2
"CD015854","CD015854_G10_N2",1
"CD015854","CD015854_G10_N3",1
"CD015854","CD015854_G10_N4",1
"CD015854","CD015854_G10_N5",1
"CD015854","CD015854_G10_N6",2
"CD015854","CD015854_G10_N7",2
"CD015854","CD015854_G2_N2",1
"CD015854","CD015854_G2_N3",3
"CD015854","CD015854_G2_N4",2
"CD015854","CD015854_G2_N5",1
"CD015854","CD015854_G3_N1",1
"CD015854","CD015854_G3_N3",1
"CD015854","CD015854_G3_N5",1
"CD015854","CD015854_G4_N3",2
"CD015854","CD015854_G5_N1",1
"CD015854","CD015854_G5_N3",1
"CD015854","CD015854_G6_N4",2
"CD015854","CD015854_G6_N5",1
"CD015854","CD015854_G6_N6",1
"CD015854","CD015854_G7_N1",1
"CD015854","CD015854_G8_N1",2
"CD015854","CD015854_G8_N2",1
"CD015854","CD015854_G8_N3",3
"CD015854","CD015854_G8_N4",3
"CD015854","CD015854_G8_N6",3
"CD015854","CD015854_G8_N7",1
"CD015854","CD015854_G9_N1",1
"CD015854","CD015854_G9_N2",1
"CD015854","CD015854_G9_N3",1
"CD015855","CD015855_G1_N1",2
"CD015855","CD015855_G1_N2",2
"CD015855","CD015855_G1_N4",3
"CD015855","CD015855_G1_N6",2
"CD015855","CD015855_G1_N8",1
"CD015855","CD015855_G10_N1",1
"CD015855","CD015855_G10_N2",1
"CD015855","CD015855_G10_N3",1
"CD015855","CD015855_G10_N4",1
"CD015855","CD015855_G2_N1",1
"CD015855","CD015855_G3_N1",1
"CD015855","CD015855_G3_N2",1
"CD015855","CD015855_G3_N3",1
"CD015855","CD015855_G3_N4",1
"CD015855","CD015855_G3_N5",2
"CD015855","CD015855_G3_N6",3
"CD015855","CD015855_G4_N3",1
"CD015855","CD015855_G5_N1",1
"CD015855","CD015855_G5_N2",1
"CD015855","CD015855_G5_N3",1
"CD015855","CD015855_G5_N4",1
"CD015855","CD015855_G5_N6",2
"CD015855","CD015855_G6_N2",1
"CD015855","CD015855_G7_N1",1
"CD015855","CD015855_G7_N2",1
"CD015855","CD015855_G7_N3",1
"CD015855","CD015855_G7_N4",1
"CD015855","CD015855_G8_N1",1
"CD015855","CD015855_G8_N2",1
"CD015855","CD015855_G8_N3",1
"CD015855","CD015855_G8_N4",2
"CD015855","CD015855_G8_N6",1
"CD015855","CD015855_G9_N1",1
"CD015855","CD015855_G9_N2",1
"CD015855","CD015855_G9_N3",1
"CD015855","CD015855_G9_N4",1
"CD015875","CD015875_G1_N1",2
"CD015875","CD015875_G1_N10",1
"CD015875","CD015875_G1_N11",1
"CD015875","CD015875_G1_N12",1
"CD015875","CD015875_G1_N13",1
"CD015875","CD015875_G1_N14",1
"CD015875","CD015875_G1_N15",1
"CD015875","CD015875_G1_N16",1
"CD015875","CD015875_G1_N17",1
"CD015875","CD015875_G1_N18",1
"CD015875","CD015875_G1_N19",1
"CD015875","CD015875_G1_N2",2
"CD015875","CD015875_G1_N20",1
"CD015875","CD015875_G1_N21",3
"CD015875","CD015875_G1_N22",2
"CD015875","CD015875_G1_N23",3
"CD015875","CD015875_G1_N24",1
"CD015875","CD015875_G1_N25",1
"CD015875","CD015875_G1_N26",1
"CD015875","CD015875_G1_N27",1
"CD015875","CD015875_G1_N28",1
"CD015875","CD015875_G1_N29",1
"CD015875","CD015875_G1_N3",2
"CD015875","CD015875_G1_N30",1
"CD015875","CD015875_G1_N31",1
"CD015875","CD015875_G1_N32",1
"CD015875","CD015875_G1_N33",1
"CD015875","CD015875_G1_N4",2
"CD015875","CD015875_G1_N5",1
"CD015875","CD015875_G1_N6",1
"CD015875","CD015875_G1_N7",1
"CD015875","CD015875_G1_N8",2
"CD015875","CD015875_G1_N9",1
"CD015875","CD015875_G2_N1",1
"CD015875","CD015875_G2_N10",1
"CD015875","CD015875_G2_N11",1
"CD015875","CD015875_G2_N12",1
"CD015875","CD015875_G2_N13",1
"CD015875","CD015875_G2_N14",1
"CD015875","CD015875_G2_N2",1
"CD015875","CD015875_G2_N3",1
"CD015875","CD015875_G2_N4",1
"CD015875","CD015875_G2_N5",1
"CD015875","CD015875_G2_N6",1
"CD015875","CD015875_G2_N7",1
"CD015875","CD015875_G2_N8",1
"CD015875","CD015875_G2_N9",1
"CD015875","CD015875_G3_N1",1
"CD015875","CD015875_G3_N2",1
"CD015875","CD015875_G3_N3",1
"CD015875","CD015875_G3_N4",1
"CD015875","CD015875_G3_N5",1
"CD015875","CD015875_G3_N6",1
"CD015875","CD015875_G3_N7",1
"CD015875","CD015875_G4_N1",1
"CD015875","CD015875_G4_N10",1
"CD015875","CD015875_G4_N11",1
"CD015875","CD015875_G4_N12",1
"CD015875","CD015875_G4_N13",1
"CD015875","CD015875_G4_N14",1
"CD015875","CD015875_G4_N15",1
"CD015875","CD015875_G4_N16",2
"CD015875","CD015875_G4_N17",1
"CD015875","CD015875_G4_N18",1
"CD015875","CD015875_G4_N19",1
"CD015875","CD015875_G4_N2",1
"CD015875","CD015875_G4_N20",1
"CD015875","CD015875_G4_N21",1
"CD015875","CD015875_G4_N22",1
"CD015875","CD015875_G4_N23",1
"CD015875","CD015875_G4_N24",1
"CD015875","CD015875_G4_N25",1
"CD015875","CD015875_G4_N26",2
"CD015875","CD015875_G4_N27",1
"CD015875","CD015875_G4_N28",3
"CD015875","CD015875_G4_N29",1
"CD015875","CD015875_G4_N3",1
"CD015875","CD015875_G4_N30",3
"CD015875","CD015875_G4_N31",3
"CD015875","CD015875_G4_N32",3
"CD015875","CD015875_G4_N33",3
"CD015875","CD015875_G4_N34",1
"CD015875","CD015875_G4_N35",1
"CD015875","CD015875_G4_N36",1
"CD015875","CD015875_G4_N37",1
"CD015875","CD015875_G4_N38",1
"CD015875","CD015875_G4_N39",1
"CD015875","CD015875_G4_N4",1
"CD015875","CD015875_G4_N40",1
"CD015875","CD015875_G4_N5",1
"CD015875","CD015875_G4_N6",1
"CD015875","CD015875_G4_N7",1
"CD015875","CD015875_G4_N8",1
"CD015875","CD015875_G4_N9",1
"CD015875","CD015875_G5_N1",2
"CD015875","CD015875_G5_N10",1
"CD015875","CD015875_G5_N11",1
"CD015875","CD015875_G5_N12",1
"CD015875","CD015875_G5_N13",1
"CD015875","CD015875_G5_N14",1
"CD015875","CD015875_G5_N15",1
"CD015875","CD015875_G5_N16",3
"CD015875","CD015875_G5_N17",3
"CD015875","CD015875_G5_N18",3
"CD015875","CD015875_G5_N19",2
"CD015875","CD015875_G5_N2",2
"CD015875","CD015875_G5_N20",2
"CD015875","CD015875_G5_N21",2
"CD015875","CD015875_G5_N22",2
"CD015875","CD015875_G5_N23",2
"CD015875","CD015875_G5_N24",1
"CD015875","CD015875_G5_N25",1
"CD015875","CD015875_G5_N26",1
"CD015875","CD015875_G5_N27",1
"CD015875","CD015875_G5_N3",2
"CD015875","CD015875_G5_N4",2
"CD015875","CD015875_G5_N5",2
"CD015875","CD015875_G5_N6",2
"CD015875","CD015875_G5_N7",3
"CD015875","CD015875_G5_N8",1
"CD015875","CD015875_G5_N9",1
"CD015875","CD015875_G6_N1",1
"CD015875","CD015875_G6_N10",1
"CD015875","CD015875_G6_N11",1
"CD015875","CD015875_G6_N12",2
"CD015875","CD015875_G6_N13",2
"CD015875","CD015875_G6_N14",2
"CD015875","CD015875_G6_N15",2
"CD015875","CD015875_G6_N16",1
"CD015875","CD015875_G6_N2",2
"CD015875","CD015875_G6_N3",1
"CD015875","CD015875_G6_N4",1
"CD015875","CD015875_G6_N5",1
"CD015875","CD015875_G6_N6",2
"CD015875","CD015875_G6_N7",1
"CD015875","CD015875_G6_N8",1
"CD015875","CD015875_G6_N9",1
"CD015875","CD015875_G7_N1",1
"CD015875","CD015875_G7_N10",1
"CD015875","CD015875_G7_N2",1
"CD015875","CD015875_G7_N3",1
"CD015875","CD015875_G7_N4",1
"CD015875","CD015875_G7_N5",1
"CD015875","CD015875_G7_N6",1
"CD015875","CD015875_G7_N7",1
"CD015875","CD015875_G7_N8",1
"CD015875","CD015875_G7_N9",1
"CD015875","CD015875_G8_N1",1
"CD015875","CD015875_G8_N10",1
"CD015875","CD015875_G8_N11",1
"CD015875","CD015875_G8_N12",1
"CD015875","CD015875_G8_N13",1
"CD015875","CD015875_G8_N2",1
"CD015875","CD015875_G8_N3",1
"CD015875","CD015875_G8_N4",1
"CD015875","CD015875_G8_N5",1
"CD015875","CD015875_G8_N6",1
"CD015875","CD015875_G8_N7",1
"CD015875","CD015875_G8_N8",1
"CD015875","CD015875_G8_N9",1
"CD015877","CD015877_G1_N1",1
"CD015877","CD015877_G1_N2",1
"CD015877","CD015877_G1_N3",1
"CD015877","CD015877_G2_N1",1
"CD015877","CD015877_G2_N2",1
"CD015877","CD015877_G2_N3",1
"CD015877","CD015877_G3_N1",1
"CD015894","CD015894_G1_N1",7
"CD015894","CD015894_G1_N2",4
"CD015894","CD015894_G1_N4",1
"CD015894","CD015894_G2_N1",3
"CD015894","CD015894_G2_N2",2
"CD015894","CD015894_G3_N1",1
"CD015894","CD015894_G3_N2",2
"CD015932","CD015932_G1_N2",1
"CD015932","CD015932_G1_N3",1
"CD015932","CD015932_G2_N1",1
"CD015932","CD015932_G2_N10",1
"CD015932","CD015932_G2_N3",1
"CD015932","CD015932_G2_N4",2
"CD015932","CD015932_G2_N5",1
"CD015932","CD015932_G2_N6",1
"CD015932","CD015932_G2_N7",2
"CD015932","CD015932_G2_N8",1
"CD015932","CD015932_G2_N9",3
"CD015932","CD015932_G3_N1",2
"CD015932","CD015932_G3_N2",3
"CD015932","CD015932_G3_N3",3
"CD015932","CD015932_G4_N1",7
"CD015932","CD015932_G4_N10",1
"CD015932","CD015932_G4_N11",1
"CD015932","CD015932_G4_N12",9
"CD015932","CD015932_G4_N13",4
"CD015932","CD015932_G4_N14",1
"CD015932","CD015932_G4_N15",4
"CD015932","CD015932_G4_N16",1
"CD015932","CD015932_G4_N17",1
"CD015932","CD015932_G4_N18",1
"CD015932","CD015932_G4_N19",1
"CD015932","CD015932_G4_N3",2
"CD015932","CD015932_G4_N4",9
"CD015932","CD015932_G4_N5",1
"CD015932","CD015932_G4_N6",1
"CD015932","CD015932_G4_N7",1
"CD015932","CD015932_G4_N8",1
"CD015932","CD015932_G4_N9",1
"CD015968","CD015968_G1_N1",1
"CD015968","CD015968_G1_N10",1
"CD015968","CD015968_G1_N11",1
"CD015968","CD015968_G1_N12",1
"CD015968","CD015968_G1_N2",2
"CD015968","CD015968_G1_N3",2
"CD015968","CD015968_G1_N4",3
"CD015968","CD015968_G1_N5",3
"CD015968","CD015968_G1_N6",2
"CD015968","CD015968_G1_N7",2
"CD015968","CD015968_G1_N8",1
"CD015968","CD015968_G1_N9",1
"CD015968","CD015968_G2_N1",3
"CD015968","CD015968_G2_N10",1
"CD015968","CD015968_G2_N11",1
"CD015968","CD015968_G2_N12",1
"CD015968","CD015968_G2_N13",1
"CD015968","CD015968_G2_N14",1
"CD015968","CD015968_G2_N15",1
"CD015968","CD015968_G2_N16",1
"CD015968","CD015968_G2_N17",1
"CD015968","CD015968_G2_N18",1
"CD015968","CD015968_G2_N19",1
"CD015968","CD015968_G2_N2",3
"CD015968","CD015968_G2_N20",1
"CD015968","CD015968_G2_N3",1
"CD015968","CD015968_G2_N4",2
"CD015968","CD015968_G2_N5",1
"CD015968","CD015968_G2_N6",1
"CD015968","CD015968_G2_N7",1
"CD015968","CD015968_G2_N8",1
"CD015968","CD015968_G2_N9",1
"CD016001","CD016001_G1_N1",24
"CD016001","CD016001_G1_N10",4
"CD016001","CD016001_G1_N11",2
"CD016001","CD016001_G1_N13",6
"CD016001","CD016001_G1_N14",9
"CD016001","CD016001_G1_N15",5
"CD016001","CD016001_G1_N16",5
"CD016001","CD016001_G1_N17",8
"CD016001","CD016001_G1_N18",1
"CD016001","CD016001_G1_N19",1
"CD016001","CD016001_G1_N2",1
"CD016001","CD016001_G1_N20",1
"CD016001","CD016001_G1_N22",1
"CD016001","CD016001_G1_N23",3
"CD016001","CD016001_G1_N25",2
"CD016001","CD016001_G1_N3",1
"CD016001","CD016001_G1_N4",1
"CD016001","CD016001_G1_N5",1
"CD016001","CD016001_G1_N6",1
"CD016001","CD016001_G1_N7",1
"CD016001","CD016001_G1_N8",7
"CD016001","CD016001_G1_N9",4
"CD016001","CD016001_G2_N1",5
"CD016001","CD016001_G2_N10",1
"CD016001","CD016001_G2_N13",1
"CD016001","CD016001_G2_N14",2
"CD016001","CD016001_G2_N15",2
"CD016001","CD016001_G2_N16",1
"CD016001","CD016001_G2_N17",2
"CD016001","CD016001_G2_N23",1
"CD016001","CD016001_G2_N8",1
"CD016001","CD016001_G2_N9",1
"CD016002","CD016002_G1_N1",26
"CD016002","CD016002_G1_N10",3
"CD016002","CD016002_G1_N11",3
"CD016002","CD016002_G1_N12",1
"CD016002","CD016002_G1_N13",13
"CD016002","CD016002_G1_N14",5
"CD016002","CD016002_G1_N15",15
"CD016002","CD016002_G1_N16",16
"CD016002","CD016002_G1_N17",10
"CD016002","CD016002_G1_N18",5
"CD016002","CD016002_G1_N19",2
"CD016002","CD016002_G1_N2",13
"CD016002","CD016002_G1_N20",1
"CD016002","CD016002_G1_N21",2
"CD016002","CD016002_G1_N22",2
"CD016002","CD016002_G1_N23",4
"CD016002","CD016002_G1_N24",5
"CD016002","CD016002_G1_N25",5
"CD016002","CD016002_G1_N3",8
"CD016002","CD016002_G1_N4",3
"CD016002","CD016002_G1_N5",5
"CD016002","CD016002_G1_N6",5
"CD016002","CD016002_G1_N7",5
"CD016002","CD016002_G1_N8",4
"CD016002","CD016002_G1_N9",2
"CD016002","CD016002_G2_N1",8
"CD016002","CD016002_G2_N12",1
"CD016002","CD016002_G2_N13",7
"CD016002","CD016002_G2_N14",2
"CD016002","CD016002_G2_N15",6
"CD016002","CD016002_G2_N16",6
"CD016002","CD016002_G2_N17",5
"CD016002","CD016002_G2_N18",5
"CD016002","CD016002_G2_N19",3
"CD016002","CD016002_G2_N2",8
"CD016002","CD016002_G2_N20",2
"CD016002","CD016002_G2_N21",2
"CD016002","CD016002_G2_N22",2
"CD016002","CD016002_G2_N23",2
"CD016002","CD016002_G2_N24",4
"CD016002","CD016002_G2_N25",4
"CD016002","CD016002_G2_N3",4
"CD016002","CD016002_G2_N4",2
"CD016002","CD016002_G2_N8",2
"CD016002","CD016002_G2_N9",1
"CD016031","CD016031_G1_N1",1
"CD016031","CD016031_G1_N10",4
"CD016031","CD016031_G1_N11",1
"CD016031","CD016031_G1_N12",2
"CD016031","CD016031_G1_N13",1
"CD016031","CD016031_G1_N14",3
"CD016031","CD016031_G1_N15",1
"CD016031","CD016031_G1_N16",1
"CD016031","CD016031_G1_N17",1
"CD016031","CD016031_G1_N19",3
"CD016031","CD016031_G1_N2",1
"CD016031","CD016031_G1_N3",1
"CD016031","CD016031_G1_N4",1
"CD016031","CD016031_G1_N5",3
"CD016031","CD016031_G1_N6",2
"CD016031","CD016031_G1_N7",2
"CD016031","CD016031_G1_N8",4
"CD016031","CD016031_G1_N9",3
"CD016031","CD016031_G2_N1",2
"CD016031","CD016031_G2_N10",1
"CD016031","CD016031_G2_N11",2
"CD016031","CD016031_G2_N12",1
"CD016031","CD016031_G2_N13",9
"CD016031","CD016031_G2_N14",4
"CD016031","CD016031_G2_N15",5
"CD016031","CD016031_G2_N17",3
"CD016031","CD016031_G2_N2",1
"CD016031","CD016031_G2_N3",2
"CD016031","CD016031_G2_N4",1
"CD016031","CD016031_G2_N5",2
"CD016031","CD016031_G2_N6",1
"CD016031","CD016031_G2_N7",1
"CD016031","CD016031_G2_N8",2
"CD016031","CD016031_G2_N9",4
"CD016031","CD016031_G3_N1",1
"CD016031","CD016031_G3_N10",2
"CD016031","CD016031_G3_N11",6
"CD016031","CD016031_G3_N12",4
"CD016031","CD016031_G3_N13",4
"CD016031","CD016031_G3_N14",4
"CD016031","CD016031_G3_N15",18
"CD016031","CD016031_G3_N16",10
"CD016031","CD016031_G3_N17",14
"CD016031","CD016031_G3_N18",1
"CD016031","CD016031_G3_N19",7
"CD016031","CD016031_G3_N2",1
"CD016031","CD016031_G3_N20",1
"CD016031","CD016031_G3_N3",2
"CD016031","CD016031_G3_N4",1
"CD016031","CD016031_G3_N5",5
"CD016031","CD016031_G3_N6",2
"CD016031","CD016031_G3_N7",5
"CD016031","CD016031_G3_N8",4
"CD016031","CD016031_G3_N9",5
"CD016058","CD016058_G1_N1",1
"CD016058","CD016058_G1_N2",1
"CD016058","CD016058_G1_N3",2
"CD016058","CD016058_G1_N4",1
"CD016058","CD016058_G1_N5",1
"CD016058","CD016058_G1_N6",1
"CD016058","CD016058_G1_N7",1
"CD016058","CD016058_G2_N1",1
"CD016058","CD016058_G2_N2",1
"CD016058","CD016058_G2_N3",1
"CD016058","CD016058_G2_N4",1
"CD016058","CD016058_G2_N5",1
"CD016058","CD016058_G2_N6",1
"CD016058","CD016058_G2_N7",1
"CD016058","CD016058_G2_N8",1
"CD016058","CD016058_G3_N1",1
"CD016058","CD016058_G3_N2",3
"CD016058","CD016058_G3_N3",3
"CD016058","CD016058_G3_N4",3
"CD016058","CD016058_G3_N5",1
"CD016058","CD016058_G3_N6",1
"CD016058","CD016058_G3_N7",1
"CD016058","CD016058_G3_N8",1
"CD016058","CD016058_G4_N1",1
"CD016058","CD016058_G4_N2",1
"CD016058","CD016058_G4_N3",1
"CD016058","CD016058_G4_N4",1
"CD016058","CD016058_G4_N5",1
"CD016058","CD016058_G5_N1",2
"CD016058","CD016058_G5_N2",1
"CD016058","CD016058_G5_N3",1
"CD016058","CD016058_G5_N4",1
"CD016058","CD016058_G6_N1",1
"CD016058","CD016058_G7_N1",1
"CD016058","CD016058_G7_N2",1
"CD016058","CD016058_G7_N3",1
"CD016058","CD016058_G8_N1",1
"CD016058","CD016058_G8_N2",1
"CD016058","CD016058_G8_N3",1
"CD016058","CD016058_G8_N4",1
"CD016058","CD016058_G8_N5",1
"CD016058","CD016058_G9_N1",1
"CD016058","CD016058_G9_N2",1
"CD016058","CD016058_G9_N3",1
"CD016064","CD016064_G1_N1",12
"CD016064","CD016064_G1_N2",11
"CD016064","CD016064_G1_N3",6
"CD016064","CD016064_G1_N4",4
"CD016064","CD016064_G1_N5",5
"CD016064","CD016064_G1_N6",3
"CD016064","CD016064_G10_N1",14
"CD016064","CD016064_G10_N2",13
"CD016064","CD016064_G10_N3",3
"CD016064","CD016064_G10_N4",6
"CD016064","CD016064_G10_N5",8
"CD016064","CD016064_G11_N1",9
"CD016064","CD016064_G11_N2",7
"CD016064","CD016064_G11_N3",1
"CD016064","CD016064_G12_N1",13
"CD016064","CD016064_G12_N3",12
"CD016064","CD016064_G12_N4",4
"CD016064","CD016064_G12_N6",5
"CD016064","CD016064_G12_N7",4
"CD016064","CD016064_G12_N8",2
"CD016064","CD016064_G13_N1",12
"CD016064","CD016064_G13_N2",9
"CD016064","CD016064_G13_N3",4
"CD016064","CD016064_G14_N1",13
"CD016064","CD016064_G14_N2",12
"CD016064","CD016064_G15_N1",6
"CD016064","CD016064_G15_N2",7
"CD016064","CD016064_G15_N3",4
"CD016064","CD016064_G15_N6",8
"CD016064","CD016064_G15_N7",3
"CD016064","CD016064_G15_N8",3
"CD016064","CD016064_G15_N9",2
"CD016064","CD016064_G16_N1",1
"CD016064","CD016064_G16_N2",2
"CD016064","CD016064_G17_N1",1
"CD016064","CD016064_G17_N2",1
"CD016064","CD016064_G18_N1",7
"CD016064","CD016064_G18_N2",3
"CD016064","CD016064_G18_N3",2
"CD016064","CD016064_G19_N1",1
"CD016064","CD016064_G19_N3",1
"CD016064","CD016064_G2_N1",12
"CD016064","CD016064_G2_N2",11
"CD016064","CD016064_G2_N3",6
"CD016064","CD016064_G20_N1",3
"CD016064","CD016064_G20_N2",3
"CD016064","CD016064_G20_N3",2
"CD016064","CD016064_G21_N1",2
"CD016064","CD016064_G21_N2",2
"CD016064","CD016064_G21_N3",2
"CD016064","CD016064_G3_N1",12
"CD016064","CD016064_G3_N2",11
"CD016064","CD016064_G3_N3",6
"CD016064","CD016064_G4_N1",14
"CD016064","CD016064_G4_N2",14
"CD016064","CD016064_G5_N1",11
"CD016064","CD016064_G5_N2",10
"CD016064","CD016064_G5_N3",5
"CD016064","CD016064_G5_N4",4
"CD016064","CD016064_G5_N5",5
"CD016064","CD016064_G5_N6",2
"CD016064","CD016064_G6_N1",15
"CD016064","CD016064_G6_N3",14
"CD016064","CD016064_G6_N4",4
"CD016064","CD016064_G6_N5",2
"CD016064","CD016064_G6_N6",15
"CD016064","CD016064_G6_N7",12
"CD016064","CD016064_G6_N8",6
"CD016064","CD016064_G6_N9",8
"CD016064","CD016064_G7_N1",9
"CD016064","CD016064_G7_N2",9
"CD016064","CD016064_G7_N3",5
"CD016064","CD016064_G7_N4",4
"CD016064","CD016064_G7_N5",5
"CD016064","CD016064_G8_N1",15
"CD016064","CD016064_G8_N2",14
"CD016064","CD016064_G9_N1",14
"CD016064","CD016064_G9_N2",13
"CD016064","CD016064_G9_N3",4
"CD016064","CD016064_G9_N4",9
"CD016064","CD016064_G9_N5",8
"CD016119","CD016119_G1_N1",13
"CD016119","CD016119_G1_N10",6
"CD016119","CD016119_G1_N12",16
"CD016119","CD016119_G1_N17",1
"CD016119","CD016119_G1_N2",9
"CD016119","CD016119_G1_N20",1
"CD016119","CD016119_G1_N4",16
"CD016119","CD016119_G1_N5",15
"CD016119","CD016119_G1_N6",13
"CD016119","CD016119_G1_N7",19
"CD016119","CD016119_G1_N8",3
"CD016119","CD016119_G1_N9",12
"CD016120","CD016120_G1_N1",1
"CD016120","CD016120_G1_N10",1
"CD016120","CD016120_G1_N12",4
"CD016120","CD016120_G1_N16",1
"CD016120","CD016120_G1_N18",1
"CD016120","CD016120_G1_N2",1
"CD016120","CD016120_G1_N20",1
"CD016120","CD016120_G1_N21",1
"CD016120","CD016120_G1_N23",1
"CD016120","CD016120_G1_N3",1
"CD016120","CD016120_G1_N7",1
"CD016120","CD016120_G1_N8",1
"CD016131","CD016131_G1_N1",2
"CD016131","CD016131_G1_N2",1
"CD016131","CD016131_G1_N4",1
"CD016131","CD016131_G1_N5",1
"CD016131","CD016131_G1_N6",1
"CD016131","CD016131_G1_N7",1
"CD016136","CD016136_G1_N1",30
"CD016136","CD016136_G2_N1",12
"CD016136","CD016136_G2_N2",30
"CD016136","CD016136_G2_N3",30
"CD016136","CD016136_G2_N4",30
"CD016136","CD016136_G2_N5",13
"CD016136","CD016136_G3_N1",30
"CD016136","CD016136_G3_N2",30
"CD016147","CD016147_G1_N1",2
"CD016147","CD016147_G1_N11",1
"CD016147","CD016147_G1_N12",3
"CD016147","CD016147_G1_N2",2
"CD016147","CD016147_G2_N1",1
"CD016147","CD016147_G2_N2",1
"CD016147","CD016147_G2_N3",1
"CD016147","CD016147_G3_N1",1
"CD016147","CD016147_G3_N2",1
"CD016147","CD016147_G3_N3",1
"CD016147","CD016147_G4_N1",1
"CD016147","CD016147_G4_N2",1
"CD016147","CD016147_G4_N3",1
"CD016148","CD016148_G11_N1",1
"CD016148","CD016148_G3_N3",1
"CD016148","CD016148_G3_N5",1
"CD016148","CD016148_G4_N1",1
"CD016148","CD016148_G4_N4",1
"CD016148","CD016148_G9_N2",1
"CD016211","CD016211_G1_N1",4
"CD016211","CD016211_G1_N11",3
"CD016211","CD016211_G1_N12",2
"CD016211","CD016211_G1_N13",2
"CD016211","CD016211_G1_N14",1
"CD016211","CD016211_G1_N15",2
"CD016211","CD016211_G1_N16",2
"CD016211","CD016211_G1_N17",4
"CD016211","CD016211_G1_N18",2
"CD016211","CD016211_G1_N19",2
"CD016211","CD016211_G1_N2",3
"CD016211","CD016211_G1_N20",4
"CD016211","CD016211_G1_N3",4
